State,Year,Per_capita_consumption
Montana,2015,3.09
Montana,2014,3.08
Montana,2013,3.07
Montana,2012,3.07
Montana,2011,2.97
Montana,2010,2.98
Montana,2009,2.96
Montana,2008,2.97
Montana,2007,2.94
Montana,2006,2.87
Montana,2005,2.78
Montana,2004,2.66
Montana,2003,2.62
Montana,2002,2.65
Montana,2001,2.56
Montana,2000,2.54
Montana,1999,2.51
Montana,1998,2.45
Montana,1997,2.32
Montana,1996,2.45
Montana,1995,2.55
Montana,1994,2.51
Montana,1993,2.47
Montana,1992,2.61
Montana,1991,2.64
Montana,1990,2.67
Montana,1989,2.61
Montana,1988,2.7
Montana,1987,2.7
Montana,1986,2.76
Montana,1985,2.84
Montana,1984,2.97
Montana,1983,3.11
Montana,1982,3.16
Montana,1981,3.27
Montana,1980,3.2
Montana,1979,3.29
Montana,1978,3.09
Montana,1977,3.11
Nebraska,2016,2.23
Nebraska,2015,2.27
Nebraska,2014,2.3
Nebraska,2013,2.31
Nebraska,2012,2.31
Nebraska,2011,2.28
Nebraska,2010,2.28
Nebraska,2009,2.29
Nebraska,2008,2.33
Nebraska,2007,2.31
Nebraska,2006,2.35
Nebraska,2005,2.29
Nebraska,2004,2.28
Nebraska,2003,2.24
Nebraska,2002,2.23
Nebraska,2001,2.2
Nebraska,2000,2.23
Nebraska,1999,2.19
Nebraska,1998,2.16
Nebraska,1997,2.09
Nebraska,1996,2.11
Nebraska,1995,2.1
Nebraska,1994,2.14
Nebraska,1993,2.14
Nebraska,1992,2.16
Nebraska,1991,2.19
Nebraska,1990,2.25
Nebraska,1989,2.26
Nebraska,1988,2.3
Nebraska,1987,2.33
Nebraska,1986,2.33
Nebraska,1985,2.39
Nebraska,1984,2.43
Nebraska,1983,2.51
Nebraska,1982,2.37
Nebraska,1981,2.65
Nebraska,1980,2.63
Nebraska,1979,2.59
Nebraska,1978,2.56
Nebraska,1977,2.54
Nevada,2016,3.46
Nevada,2015,3.33
Nevada,2014,3.36
Nevada,2013,3.31
Nevada,2012,3.27
Nevada,2011,3.35
Nevada,2010,3.3
Nevada,2009,3.21
Nevada,2008,3.53
Nevada,2007,3.52
Nevada,2006,3.63
Nevada,2005,3.52
Nevada,2004,3.61
Nevada,2003,3.59
Nevada,2002,3.56
Nevada,2001,3.59
Nevada,2000,3.67
Nevada,1999,3.74
Nevada,1998,3.62
Nevada,1997,3.72
Nevada,1996,3.89
Nevada,1995,3.84
Nevada,1994,4
Nevada,1993,4.07
Nevada,1992,4.25
Nevada,1991,4.31
Nevada,1990,4.78
Nevada,1989,4.7
Nevada,1988,4.8
Nevada,1987,4.89
Nevada,1986,4.97
Nevada,1985,4.99
Nevada,1984,5.1
Nevada,1983,5.18
Nevada,1982,5.27
Nevada,1981,5.59
Nevada,1980,5.75
Nevada,1979,5.83
Nevada,1978,6.13
Nevada,1977,6.32
New Hampshire,2016,4.76
New Hampshire,2015,4.72
New Hampshire,2014,4.54
New Hampshire,2013,4.68
New Hampshire,2012,4.65
New Hampshire,2011,4.77
New Hampshire,2010,4.5
New Hampshire,2009,4.47
New Hampshire,2008,4.39
New Hampshire,2007,4.36
New Hampshire,2006,4.28
New Hampshire,2005,4.2
New Hampshire,2004,4.14
New Hampshire,2003,4.09
New Hampshire,2002,4.09
New Hampshire,2001,4.03
New Hampshire,2000,4.06
New Hampshire,1999,4.06
New Hampshire,1998,3.99
New Hampshire,1997,4.04
New Hampshire,1996,4.11
New Hampshire,1995,4.02
New Hampshire,1994,4.13
New Hampshire,1993,4.38
New Hampshire,1992,4.3
New Hampshire,1991,4.3
New Hampshire,1990,4.3
New Hampshire,1989,4.38
New Hampshire,1988,4.34
New Hampshire,1987,4.42
New Hampshire,1986,4.52
New Hampshire,1985,4.74
New Hampshire,1984,4.92
New Hampshire,1983,5.09
New Hampshire,1982,4.84
New Hampshire,1981,4.91
New Hampshire,1980,5.02
New Hampshire,1979,5.1
New Hampshire,1978,5.36
New Hampshire,1977,5.23
New Jersey,2016,2.34
New Jersey,2015,2.36
New Jersey,2014,2.37
New Jersey,2013,2.36
New Jersey,2012,2.39
New Jersey,2011,2.36
New Jersey,2010,2.35
New Jersey,2009,2.34
New Jersey,2008,2.35
New Jersey,2007,2.33
New Jersey,2006,2.33
New Jersey,2005,2.3
New Jersey,2004,2.3
New Jersey,2003,2.24
New Jersey,2002,2.24
New Jersey,2001,2.2
New Jersey,2000,2.2
New Jersey,1999,2.18
New Jersey,1998,2.15
New Jersey,1997,2.19
New Jersey,1996,2.2
New Jersey,1995,2.28
New Jersey,1994,2.27
New Jersey,1993,2.29
New Jersey,1992,2.34
New Jersey,1991,2.34
New Jersey,1990,2.58
New Jersey,1989,2.58
New Jersey,1988,2.58
New Jersey,1987,2.72
New Jersey,1986,2.77
New Jersey,1985,2.79
New Jersey,1984,2.82
New Jersey,1983,2.85
New Jersey,1982,2.87
New Jersey,1981,2.87
New Jersey,1980,2.82
New Jersey,1979,2.71
New Jersey,1978,2.69
New Jersey,1977,2.69
New Mexico,2016,2.27
New Mexico,2015,2.11
New Mexico,2014,2.42
New Mexico,2013,2.35
New Mexico,2012,2.36
New Mexico,2011,2.35
New Mexico,2010,2.28
New Mexico,2009,2.38
New Mexico,2008,2.43
New Mexico,2007,2.39
New Mexico,2006,2.36
New Mexico,2005,2.42
New Mexico,2004,2.36
New Mexico,2003,2.4
New Mexico,2002,2.4
New Mexico,2001,2.39
New Mexico,2000,2.38
New Mexico,1999,2.36
New Mexico,1998,2.31
New Mexico,1997,2.33
New Mexico,1996,2.38
New Mexico,1995,2.4
New Mexico,1994,2.25
New Mexico,1993,2.39
New Mexico,1992,2.47
New Mexico,1991,2.54
New Mexico,1990,2.64
New Mexico,1989,2.62
New Mexico,1988,2.67
New Mexico,1987,2.69
New Mexico,1986,2.73
New Mexico,1985,2.84
New Mexico,1984,2.76
New Mexico,1983,3.01
New Mexico,1982,2.99
New Mexico,1981,3
New Mexico,1980,2.97
New Mexico,1979,2.91
New Mexico,1978,2.93
New Mexico,1977,2.88
New York,2016,2.22
New York,2015,2.18
New York,2014,2.2
New York,2013,2.21
New York,2012,2.17
New York,2011,2.11
New York,2010,2.09
New York,2009,2.08
New York,2008,2.08
New York,2007,2.1
New York,2006,2.01
New York,2005,1.99
New York,2004,1.96
New York,2003,1.94
New York,2002,1.92
New York,2001,1.89
New York,2000,1.88
New York,1999,1.85
New York,1998,1.84
New York,1997,1.79
New York,1996,1.84
New York,1995,1.95
New York,1994,1.93
New York,1993,1.97
New York,1992,2.09
New York,1991,2.14
New York,1990,2.3
New York,1989,2.34
New York,1988,2.45
New York,1987,2.51
New York,1986,2.53
New York,1985,2.61
New York,1984,2.67
New York,1983,2.77
New York,1982,2.85
New York,1981,2.83
New York,1980,2.91
New York,1979,2.83
New York,1978,2.78
New York,1977,2.75
North Carolina,2016,2.13
North Carolina,2015,2.1
North Carolina,2014,2.06
North Carolina,2013,2.03
North Carolina,2012,2.05
North Carolina,2011,2.01
North Carolina,2010,2.01
North Carolina,2009,1.99
North Carolina,2008,2.03
North Carolina,2007,2.04
North Carolina,2006,2.01
North Carolina,2005,1.96
North Carolina,2004,1.99
North Carolina,2003,2
North Carolina,2002,2.02
North Carolina,2001,2
North Carolina,2000,1.98
North Carolina,1999,1.96
North Carolina,1998,1.94
North Carolina,1997,1.97
North Carolina,1996,1.98
North Carolina,1995,1.87
North Carolina,1994,1.89
North Carolina,1993,1.92
North Carolina,1992,1.96
North Carolina,1991,1.96
North Carolina,1990,2.08
North Carolina,1989,2.05
North Carolina,1988,2.08
North Carolina,1987,2.09
North Carolina,1986,2.15
North Carolina,1985,2.13
North Carolina,1984,2.13
North Carolina,1983,2.12
North Carolina,1982,2.13
North Carolina,1981,2.16
North Carolina,1980,2.16
North Carolina,1979,2.09
North Carolina,1978,2.04
North Carolina,1977,1.98
North Dakota,2016,3.26
North Dakota,2015,3.25
North Dakota,2014,3.41
North Dakota,2013,3.38
North Dakota,2012,3.42
North Dakota,2011,3.18
North Dakota,2010,2.93
North Dakota,2009,2.96
North Dakota,2008,2.94
North Dakota,2007,2.82
North Dakota,2006,2.7
North Dakota,2005,2.6
North Dakota,2004,2.49
North Dakota,2003,2.56
North Dakota,2002,2.5
North Dakota,2001,2.42
North Dakota,2000,2.4
North Dakota,1999,2.41
North Dakota,1998,2.35
North Dakota,1997,2.3
North Dakota,1996,2.3
North Dakota,1995,2.28
North Dakota,1994,2.32
North Dakota,1993,2.36
North Dakota,1992,2.39
North Dakota,1991,2.44
North Dakota,1990,2.56
North Dakota,1989,2.44
North Dakota,1988,2.48
North Dakota,1987,2.47
North Dakota,1986,2.44
North Dakota,1985,2.5
North Dakota,1984,2.56
North Dakota,1983,2.71
North Dakota,1982,2.79
North Dakota,1981,2.85
North Dakota,1980,2.82
North Dakota,1979,2.72
North Dakota,1978,2.76
North Dakota,1977,2.62
Ohio,2016,2.04
Ohio,2015,2.03
Ohio,2014,2.03
Ohio,2013,2.04
Ohio,2012,2.03
Ohio,2011,2.02
Ohio,2010,2.02
Ohio,2009,2.03
Ohio,2008,2.05
Ohio,2007,2.04
Ohio,2006,2.01
Ohio,2005,2
Ohio,2004,1.97
Ohio,2003,1.95
Ohio,2002,1.95
Ohio,2001,1.93
Ohio,2000,1.91
Ohio,1999,1.9
Ohio,1998,1.94
Ohio,1997,1.89
Ohio,1996,1.97
Ohio,1995,1.89
Ohio,1994,1.85
Ohio,1993,1.95
Ohio,1992,1.98
Ohio,1991,2.03
Ohio,1990,2.09
Ohio,1989,2.09
Ohio,1988,2.13
Ohio,1987,2.18
Ohio,1986,2.18
Ohio,1985,2.21
Ohio,1984,2.27
Ohio,1983,2.23
Ohio,1982,2.28
Ohio,1981,2.25
Ohio,1980,2.33
Ohio,1979,2.25
Ohio,1978,2.08
Ohio,1977,2.03
Oklahoma,2016,1.88
Oklahoma,2015,1.89
Oklahoma,2014,1.91
Oklahoma,2013,1.93
Oklahoma,2012,1.94
Oklahoma,2011,1.92
Oklahoma,2010,1.92
Oklahoma,2009,1.93
Oklahoma,2008,1.97
Oklahoma,2007,1.91
Oklahoma,2006,1.87
Oklahoma,2005,1.8
Oklahoma,2004,1.7
Oklahoma,2003,1.93
Oklahoma,2002,1.82
Oklahoma,2001,1.65
Oklahoma,2000,1.69
Oklahoma,1999,1.68
Oklahoma,1998,1.68
Oklahoma,1997,1.65
Oklahoma,1996,1.66
Oklahoma,1995,1.66
Oklahoma,1994,1.78
Oklahoma,1993,1.7
Oklahoma,1992,1.81
Oklahoma,1991,1.76
Oklahoma,1990,1.81
Oklahoma,1989,1.75
Oklahoma,1988,1.73
Oklahoma,1987,1.79
Oklahoma,1986,1.84
Oklahoma,1985,1.88
Oklahoma,1984,1.91
Oklahoma,1983,1.97
Oklahoma,1982,2.14
Oklahoma,1981,2.13
Oklahoma,1980,1.94
Oklahoma,1979,1.94
Oklahoma,1978,2
Oklahoma,1977,1.95
Oregon,2016,2.75
Oregon,2015,2.71
Oregon,2014,2.7
Oregon,2013,2.66
Oregon,2012,2.66
Oregon,2011,2.59
Oregon,2010,2.51
Oregon,2009,2.59
Oregon,2008,2.54
Oregon,2007,2.65
Oregon,2006,2.59
Oregon,2005,2.4
Oregon,2004,2.44
Oregon,2003,2.36
Oregon,2002,2.34
Oregon,2001,2.3
Oregon,2000,2.28
Oregon,1999,2.27
Oregon,1998,2.25
Oregon,1997,2.24
Oregon,1996,2.27
Oregon,1995,2.23
Oregon,1994,2.21
Oregon,1993,2.31
Oregon,1992,2.41
Oregon,1991,2.38
Oregon,1990,2.51
Oregon,1989,2.46
Oregon,1988,2.52
Oregon,1987,2.54
Oregon,1986,2.57
Oregon,1985,2.58
Oregon,1984,2.63
Oregon,1983,2.7
Oregon,1982,2.72
Oregon,1981,2.79
Oregon,1980,2.81
Oregon,1979,2.77
Oregon,1978,2.74
Oregon,1977,2.7
Pennsylvania,2016,2.36
Pennsylvania,2015,2.33
Pennsylvania,2014,2.34
Pennsylvania,2013,2.33
Pennsylvania,2012,2.34
Pennsylvania,2011,2.33
Pennsylvania,2010,2.3
Pennsylvania,2009,2.27
Pennsylvania,2008,2.23
Pennsylvania,2007,2.18
Pennsylvania,2006,2.1
Pennsylvania,2005,2.11
Pennsylvania,2004,2.06
Pennsylvania,2003,2.04
Pennsylvania,2002,2.06
Pennsylvania,2001,2.02
Pennsylvania,2000,1.96
Pennsylvania,1999,1.92
Pennsylvania,1998,1.85
Pennsylvania,1997,1.95
Pennsylvania,1996,1.88
Pennsylvania,1995,1.88
Pennsylvania,1994,1.93
Pennsylvania,1993,1.96
Pennsylvania,1992,1.99
Pennsylvania,1991,2.05
Pennsylvania,1990,2.15
Pennsylvania,1989,2.13
Pennsylvania,1988,2.14
Pennsylvania,1987,2.22
Pennsylvania,1986,2.25
Pennsylvania,1985,2.23
Pennsylvania,1984,2.26
Pennsylvania,1983,2.31
Pennsylvania,1982,2.37
Pennsylvania,1981,2.38
Pennsylvania,1980,2.39
Pennsylvania,1979,2.34
Pennsylvania,1978,2.3
Pennsylvania,1977,2.27
Rhode Island,2016,2.57
Rhode Island,2015,2.52
Rhode Island,2014,2.39
Rhode Island,2013,2.56
Rhode Island,2012,2.58
Rhode Island,2011,2.55
Rhode Island,2010,2.55
Rhode Island,2009,2.47
Rhode Island,2008,2.46
Rhode Island,2007,2.45
Rhode Island,2006,2.41
Rhode Island,2005,2.29
Rhode Island,2004,2.42
Rhode Island,2003,2.45
Rhode Island,2002,2.4
Rhode Island,2001,2.36
Rhode Island,2000,2.31
Rhode Island,1999,2.28
Rhode Island,1998,2.24
Rhode Island,1997,2.3
Rhode Island,1996,2.24
Rhode Island,1995,2.19
Rhode Island,1994,2.27
Rhode Island,1993,2.27
Rhode Island,1992,2.33
Rhode Island,1991,2.41
Rhode Island,1990,2.54
Rhode Island,1989,2.67
Rhode Island,1988,2.82
Rhode Island,1987,2.83
Rhode Island,1986,2.85
Rhode Island,1985,2.93
Rhode Island,1984,2.92
Rhode Island,1983,3.04
Rhode Island,1982,2.94
Rhode Island,1981,2.92
Rhode Island,1980,3.13
Rhode Island,1979,2.98
Rhode Island,1978,2.98
Rhode Island,1977,2.86
South Carolina,2016,2.22
South Carolina,2015,2.25
South Carolina,2014,2.28
South Carolina,2013,2.31
South Carolina,2012,2.32
South Carolina,2011,2.31
South Carolina,2010,2.31
South Carolina,2009,2.34
South Carolina,2008,2.4
South Carolina,2007,2.42
South Carolina,2006,2.45
South Carolina,2005,2.42
South Carolina,2004,2.38
South Carolina,2003,2.35
South Carolina,2002,2.3
South Carolina,2001,2.27
South Carolina,2000,2.43
South Carolina,1999,2.41
South Carolina,1998,2.37
South Carolina,1997,2.4
South Carolina,1996,2.3
South Carolina,1995,2.2
South Carolina,1994,2.29
South Carolina,1993,2.3
South Carolina,1992,2.33
South Carolina,1991,2.41
South Carolina,1990,2.61
South Carolina,1989,2.49
South Carolina,1988,2.54
South Carolina,1987,2.52
South Carolina,1986,2.52
South Carolina,1985,2.53
South Carolina,1984,2.52
South Carolina,1983,2.49
South Carolina,1982,2.43
South Carolina,1981,2.48
South Carolina,1980,2.45
South Carolina,1979,2.45
South Carolina,1978,2.45
South Carolina,1977,2.37
South Dakota,2016,2.87
South Dakota,2015,2.79
South Dakota,2014,2.74
South Dakota,2013,2.81
South Dakota,2012,2.76
South Dakota,2011,2.77
South Dakota,2010,2.69
South Dakota,2009,2.65
South Dakota,2008,2.66
South Dakota,2007,2.61
South Dakota,2006,2.5
South Dakota,2005,2.52
South Dakota,2004,2.45
South Dakota,2003,2.41
South Dakota,2002,2.34
South Dakota,2001,2.35
South Dakota,2000,2.3
South Dakota,1999,2.27
South Dakota,1998,2.23
South Dakota,1997,2.15
South Dakota,1996,2.15
South Dakota,1995,2.21
South Dakota,1994,2.24
South Dakota,1993,2.2
South Dakota,1992,2.26
South Dakota,1991,2.27
South Dakota,1990,2.34
South Dakota,1989,2.17
South Dakota,1988,2.21
South Dakota,1987,2.28
South Dakota,1986,2.29
South Dakota,1985,2.35
South Dakota,1984,2.35
South Dakota,1983,2.44
South Dakota,1982,2.44
South Dakota,1981,2.54
South Dakota,1980,2.56
South Dakota,1979,2.44
South Dakota,1978,2.42
South Dakota,1977,2.39
Tennessee,2016,2.14
Tennessee,2015,2.06
Tennessee,2014,2.02
Tennessee,2013,2
Tennessee,2012,2
Tennessee,2011,2.04
Tennessee,2010,1.88
Tennessee,2009,1.83
Tennessee,2008,1.87
Tennessee,2007,1.9
Tennessee,2006,1.89
Tennessee,2005,1.92
Tennessee,2004,1.93
Tennessee,2003,1.96
Tennessee,2002,1.86
Tennessee,2001,1.81
Tennessee,2000,1.85
Tennessee,1999,1.83
Tennessee,1998,1.84
Tennessee,1997,1.8
Tennessee,1996,1.8
Tennessee,1995,1.83
Tennessee,1994,1.86
Tennessee,1993,1.87
Tennessee,1992,1.9
Tennessee,1991,1.87
Tennessee,1990,1.96
Tennessee,1989,1.93
Tennessee,1988,1.97
Tennessee,1987,1.97
Tennessee,1986,1.98
Tennessee,1985,1.97
Tennessee,1984,1.97
Tennessee,1983,1.95
Tennessee,1982,1.97
Tennessee,1981,1.98
Tennessee,1980,1.91
Tennessee,1979,1.91
Tennessee,1978,1.93
Tennessee,1977,1.86
Texas,2016,2.34
Texas,2015,2.29
Texas,2014,2.24
Texas,2013,2.25
Texas,2012,2.28
Texas,2011,2.27
Texas,2010,2.23
Texas,2009,2.26
Texas,2008,2.28
Texas,2007,2.24
Texas,2006,2.24
Texas,2005,2.2
Texas,2004,2.21
Texas,2003,2.19
Texas,2002,2.21
Texas,2001,2.21
Texas,2000,2.25
Texas,1999,2.23
Texas,1998,2.21
Texas,1997,2.22
Texas,1996,2.26
Texas,1995,2.27
Texas,1994,2.31
Texas,1993,2.33
Texas,1992,2.45
Texas,1991,2.4
Texas,1990,2.47
Texas,1989,2.46
Texas,1988,2.47
Texas,1987,2.52
Texas,1986,2.63
Texas,1985,2.71
Texas,1984,2.8
Texas,1983,2.78
Texas,1982,2.84
Texas,1981,2.94
Texas,1980,2.77
Texas,1979,2.68
Texas,1978,2.6
Texas,1977,2.51
Utah,2016,1.34
Utah,2015,1.39
Utah,2014,1.37
Utah,2013,1.36
Utah,2012,1.37
Utah,2011,1.36
Utah,2010,1.35
Utah,2009,1.36
Utah,2008,1.41
Utah,2007,1.38
Utah,2006,1.33
Utah,2005,1.27
Utah,2004,1.3
Utah,2003,1.3
Utah,2002,1.3
Utah,2001,1.3
Utah,2000,1.29
Utah,1999,1.25
Utah,1998,1.27
Utah,1997,1.27
Utah,1996,1.23
Utah,1995,1.19
Utah,1994,1.24
Utah,1993,1.28
Utah,1992,1.33
Utah,1991,1.34
Utah,1990,1.39
Utah,1989,1.41
Utah,1988,1.45
Utah,1987,1.49
Utah,1986,1.57
Utah,1985,1.57
Utah,1984,1.55
Utah,1983,1.54
Utah,1982,1.7
Utah,1981,1.75
Utah,1980,1.7
Utah,1979,1.68
Utah,1978,1.66
Utah,1977,1.64
Vermont,2016,3.08
Vermont,2015,3.07
Vermont,2014,3.05
Vermont,2013,3
Vermont,2012,2.92
Vermont,2011,2.85
Vermont,2010,2.8
Vermont,2009,2.77
Vermont,2008,2.79
Vermont,2007,2.78
Vermont,2006,2.73
Vermont,2005,2.69
Vermont,2004,2.56
Vermont,2003,2.51
Vermont,2002,2.48
Vermont,2001,2.45
Vermont,2000,2.43
Vermont,1999,2.42
Vermont,1998,2.39
Vermont,1997,2.37
Vermont,1996,2.42
Vermont,1995,2.35
Vermont,1994,2.5
Vermont,1993,2.52
Vermont,1992,2.57
Vermont,1991,2.69
Vermont,1990,2.8
Vermont,1989,2.91
Vermont,1988,3.05
Vermont,1987,3.18
Vermont,1986,3.22
Vermont,1985,3.17
Vermont,1984,3.15
Vermont,1983,3.23
Vermont,1982,3.22
Vermont,1981,3.32
Vermont,1980,3.29
Vermont,1979,3.46
Vermont,1978,3.52
Vermont,1977,3.38
Virginia,2016,2.14
Virginia,2015,2.13
Virginia,2014,2.11
Virginia,2013,2.1
Virginia,2012,2.12
Virginia,2011,2.12
Virginia,2010,2.12
Virginia,2009,2.11
Virginia,2008,2.12
Virginia,2007,2.1
Virginia,2006,2.08
Virginia,2005,2.05
Virginia,2004,2.04
Virginia,2003,2.02
Virginia,2002,2
Virginia,2001,1.97
Virginia,2000,1.97
Virginia,1999,1.97
Virginia,1998,1.95
Virginia,1997,1.88
Virginia,1996,1.91
Virginia,1995,1.94
Virginia,1994,1.99
Virginia,1993,2.05
Virginia,1992,2.1
Virginia,1991,2.06
Virginia,1990,2.18
Virginia,1989,2.18
Virginia,1988,2.24
Virginia,1987,2.35
Virginia,1986,2.52
Virginia,1985,2.54
Virginia,1984,2.55
Virginia,1983,2.56
Virginia,1982,2.59
Virginia,1981,2.39
Virginia,1980,2.38
Virginia,1979,2.36
Virginia,1978,2.3
Virginia,1977,2.27
Washington,2016,2.26
Washington,2015,2.26
Washington,2014,2.26
Washington,2013,2.24
Washington,2012,2.25
Washington,2011,2.25
Washington,2010,2.25
Washington,2009,2.34
Washington,2008,2.37
Washington,2007,2.38
Washington,2006,2.28
Washington,2005,2.34
Washington,2004,2.3
Washington,2003,2.21
Washington,2002,2.17
Washington,2001,2.15
Washington,2000,2.18
Washington,1999,2.14
Washington,1998,2.14
Washington,1997,2.15
Washington,1996,2.12
Washington,1995,2.2
Washington,1994,2.23
Washington,1993,2.27
Washington,1992,2.44
Washington,1991,2.39
Washington,1990,2.49
Washington,1989,2.47
Washington,1988,2.51
Washington,1987,2.59
Washington,1986,2.66
Washington,1985,2.67
Washington,1984,2.7
Washington,1983,2.76
Washington,1982,2.83
Washington,1981,2.96
Washington,1980,3.1
Washington,1979,2.94
Washington,1978,2.91
Washington,1977,2.85
West Virginia,2016,1.76
West Virginia,2015,1.78
West Virginia,2014,1.78
West Virginia,2013,1.8
West Virginia,2012,1.8
West Virginia,2011,1.78
West Virginia,2010,1.78
West Virginia,2009,1.77
West Virginia,2008,1.79
West Virginia,2007,1.75
West Virginia,2006,1.72
West Virginia,2005,1.73
West Virginia,2004,1.75
West Virginia,2003,1.72
West Virginia,2002,1.74
West Virginia,2001,1.72
West Virginia,2000,1.7
West Virginia,1999,1.69
West Virginia,1998,1.64
West Virginia,1997,1.58
West Virginia,1996,1.58
West Virginia,1995,1.58
West Virginia,1994,1.64
West Virginia,1993,1.67
West Virginia,1992,1.66
West Virginia,1991,1.7
West Virginia,1990,1.72
West Virginia,1989,1.65
West Virginia,1988,1.68
West Virginia,1987,1.68
West Virginia,1986,1.67
West Virginia,1985,1.69
West Virginia,1984,1.7
West Virginia,1983,1.76
West Virginia,1982,1.8
West Virginia,1981,1.85
West Virginia,1980,1.81
West Virginia,1979,1.77
West Virginia,1978,1.78
West Virginia,1977,1.8
Wisconsin,2016,2.98
Wisconsin,2015,2.98
Wisconsin,2014,2.97
Wisconsin,2013,2.99
Wisconsin,2012,3.02
Wisconsin,2011,2.98
Wisconsin,2010,2.94
Wisconsin,2009,2.96
Wisconsin,2008,3.01
Wisconsin,2007,3
Wisconsin,2006,2.99
Wisconsin,2005,2.95
Wisconsin,2004,2.85
Wisconsin,2003,2.82
Wisconsin,2002,2.82
Wisconsin,2001,2.75
Wisconsin,2000,2.76
Wisconsin,1999,2.72
Wisconsin,1998,2.74
Wisconsin,1997,2.71
Wisconsin,1996,2.65
Wisconsin,1995,2.73
Wisconsin,1994,2.72
Wisconsin,1993,2.71
Wisconsin,1992,2.74
Wisconsin,1991,2.76
Wisconsin,1990,3.07
Wisconsin,1989,2.99
Wisconsin,1988,3.05
Wisconsin,1987,3.14
Wisconsin,1986,3.18
Wisconsin,1985,3.2
Wisconsin,1984,3.21
Wisconsin,1983,3.35
Wisconsin,1982,3.3
Wisconsin,1981,3.48
Wisconsin,1980,3.45
Wisconsin,1979,3.39
Wisconsin,1978,3.31
Wisconsin,1977,3.37
Wyoming,2016,2.67
Wyoming,2015,2.74
Wyoming,2014,2.72
Wyoming,2013,2.67
Wyoming,2012,2.73
Wyoming,2011,2.66
Wyoming,2010,2.66
Wyoming,2009,2.73
Wyoming,2008,2.87
Wyoming,2007,2.8
Wyoming,2006,2.72
Wyoming,2005,2.41
Wyoming,2004,2.58
Wyoming,2003,2.84
Wyoming,2002,2.57
Wyoming,2001,2.53
Wyoming,2000,2.5
Wyoming,1999,2.47
Wyoming,1998,2.36
Wyoming,1997,2.4
Wyoming,1996,2.33
Wyoming,1995,2.29
Wyoming,1994,2.43
Wyoming,1993,2.45
Wyoming,1992,2.56
Wyoming,1991,2.56
Wyoming,1990,2.63
Wyoming,1989,2.5
Wyoming,1988,2.56
Wyoming,1987,2.66
Wyoming,1986,2.73
Wyoming,1985,2.89
Wyoming,1984,2.89
Wyoming,1983,3.01
Wyoming,1982,3.22
Wyoming,1981,3.43
Wyoming,1980,3.41
Wyoming,1979,3.39
Wyoming,1978,3.38
Wyoming,1977,3.29